ID,adj.P.Val,pvalue,t,B,log2FoldChange,Gene_Symbol,Gene.title
203340_s_at,0.00947,0.00376,2.961348,-3.1763144,0.1730976,SLC25A12,solute carrier family 25 member 12
201944_at,0.00948,0.00377,-2.961042,-3.1771566,-0.2644188,HEXB,hexosaminidase subunit beta
213483_at,0.0095,0.00377,-2.96036,-3.1790343,-0.2083974,PPWD1,peptidylprolyl isomerase domain and WD repeat containing 1
206745_at,0.00954,0.00379,2.959118,-3.1824549,0.1561702,HOXC11,homeobox C11
201452_at,0.00954,0.00379,2.958926,-3.182983,0.1830571,RHEB,Ras homolog enriched in brain
200095_x_at,0.00956,0.0038,2.958297,-3.1847154,0.1373527,RPS10,ribosomal protein S10
200618_at,0.00957,0.0038,2.957771,-3.1861617,0.1581944,LASP1,LIM and SH3 protein 1
218849_s_at,0.00958,0.00381,2.957436,-3.1870829,0.2107681,PPP1R13L,protein phosphatase 1 regulatory subunit 13 like
203106_s_at,0.00958,0.00381,2.957403,-3.1871753,0.1054862,VPS41,"VPS41, HOPS complex subunit"
213473_at,0.0096,0.00382,-2.956621,-3.1893244,-0.1537986,BRAP,BRCA1 associated protein
207105_s_at,0.0096,0.00382,2.956534,-3.1895646,0.1654717,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2
206940_s_at,0.00961,0.00382,2.956209,-3.190458,0.1442396,POU4F1,POU class 4 homeobox 1
214048_at,0.00965,0.00384,2.954903,-3.1940491,0.1237116,MBD4,"methyl-CpG binding domain 4, DNA glycosylase"
218647_s_at,0.00966,0.00384,2.954477,-3.19522,0.1673983,YRDC,yrdC N6-threonylcarbamoyltransferase domain containing
208712_at,0.00966,0.00384,-2.954219,-3.1959313,-0.4751341,CCND1,cyclin D1
205531_s_at,0.00968,0.00385,2.953402,-3.1981766,0.2218757,GLS2,glutaminase 2
206792_x_at,0.00969,0.00386,-2.953134,-3.1989126,-0.2349974,LOC729966,uncharacterized LOC729966///phosphodiesterase 4C
210610_at,0.00969,0.00386,2.953057,-3.1991242,0.1345085,CEACAM1,carcinoembryonic antigen related cell adhesion molecule 1
209232_s_at,0.00971,0.00386,2.952514,-3.2006174,0.1263661,DCTN5,dynactin subunit 5
204418_x_at,0.00972,0.00387,-2.952113,-3.2017189,-0.2765183,GSTM2,glutathione S-transferase mu 2 (muscle)
217971_at,0.00972,0.00387,2.952039,-3.2019225,0.2285948,LAMTOR3,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
209870_s_at,0.00972,0.00387,2.951865,-3.2023992,0.1683001,APBA2,amyloid beta precursor protein binding family A member 2
203440_at,0.00974,0.00388,2.951269,-3.2040356,0.205592,CDH2,cadherin 2
217762_s_at,0.00974,0.00388,-2.951046,-3.2046479,-0.3018174,RAB31,"RAB31, member RAS oncogene family"
203411_s_at,0.00974,0.00388,-2.951033,-3.204684,-0.3208194,LMNA,lamin A/C
64418_at,0.00976,0.00389,-2.950535,-3.2060523,-0.1274166,SYNRG,"synergin, gamma"
201670_s_at,0.00976,0.00389,2.950516,-3.2061041,0.2947428,MARCKS,myristoylated alanine rich protein kinase C substrate
218404_at,0.00978,0.0039,-2.949481,-3.2089466,-0.3705196,SNX10,sorting nexin 10
38398_at,0.0098,0.00391,-2.948936,-3.2104424,-0.1082999,MADD,MAP kinase activating death domain
203919_at,0.00982,0.00392,-2.948078,-3.2127967,-0.2348461,TCEA2,transcription elongation factor A2
214713_at,0.00982,0.00392,2.948074,-3.2128065,0.1092114,YLPM1,YLP motif containing 1
209150_s_at,0.00982,0.00392,2.94797,-3.2130919,0.1915761,IPO4,importin 4///transmembrane 9 superfamily member 1
218766_s_at,0.00983,0.00392,2.947743,-3.2137145,0.1676354,WARS2,"tryptophanyl tRNA synthetase 2, mitochondrial"
202996_at,0.00983,0.00392,2.947726,-3.2137616,0.1670534,POLD4,"DNA polymerase delta 4, accessory subunit"
205642_at,0.00985,0.00393,-2.947074,-3.215552,-0.1126468,CNTRL,centriolin
219280_at,0.00986,0.00393,2.946579,-3.2169086,0.1181216,BRWD1,bromodomain and WD repeat domain containing 1
222019_at,0.00986,0.00393,2.946502,-3.2171209,0.1075351,MIR6834,microRNA 6834///prefoldin subunit 6
213477_x_at,0.0099,0.00395,-2.945312,-3.2203839,-0.083411,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
206051_at,0.00991,0.00395,2.944858,-3.2216274,0.1759606,ELAVL4,ELAV like neuron-specific RNA binding protein 4
219536_s_at,0.00991,0.00396,2.944648,-3.2222029,0.1127806,ZFP64,ZFP64 zinc finger protein
203923_s_at,0.00991,0.00396,-2.94463,-3.2222522,-0.4455379,CYBB,cytochrome b-245 beta chain
63825_at,0.00992,0.00396,-2.94452,-3.2225554,-0.3491321,ABHD2,abhydrolase domain containing 2
220720_x_at,0.00992,0.00396,-2.944441,-3.2227719,-0.2160839,MZT2B,mitotic spindle organizing protein 2B
203015_s_at,0.00993,0.00397,2.943928,-3.2241779,0.1404782,SSX2IP,SSX family member 2 interacting protein
218010_x_at,0.00995,0.00398,2.943074,-3.2265159,0.2750405,PPDPF,pancreatic progenitor cell differentiation and proliferation factor
202090_s_at,0.00997,0.00398,2.942542,-3.2279738,0.1858025,UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI"
209024_s_at,0.01,0.004,2.941153,-3.2317782,0.3148665,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein
207030_s_at,0.01,0.004,-2.941122,-3.2318656,-0.3685539,CSRP2,cysteine and glycine rich protein 2
200959_at,0.01,0.004,2.940857,-3.2325912,0.2253069,FUS,FUS RNA binding protein
206199_at,0.01,0.004,2.940673,-3.233093,0.3525915,CEACAM7,carcinoembryonic antigen related cell adhesion molecule 7
206433_s_at,0.01,0.00401,2.940281,-3.2341684,0.0791373,SPOCK3,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3"
204260_at,0.01,0.00402,2.939733,-3.2356671,0.3805029,CHGB,chromogranin B
208816_x_at,0.01,0.00402,-2.939558,-3.2361457,-0.2050682,ANXA2P2,annexin A2 pseudogene 2
202544_at,0.01,0.00402,-2.939556,-3.2361523,-0.1648907,GMFB,glia maturation factor beta
206920_s_at,0.0101,0.00402,2.938996,-3.2376831,0.1176237,GLE1,"GLE1, RNA export mediator"
202407_s_at,0.0101,0.00403,2.93868,-3.2385486,0.2226827,PRPF31,pre-mRNA processing factor 31
220221_at,0.0101,0.00404,-2.937964,-3.2405071,-0.1814052,VPS13D,vacuolar protein sorting 13 homolog D
204854_at,0.0101,0.00404,2.937886,-3.2407224,0.1536923,P3H3,prolyl 3-hydroxylase 3
218297_at,0.0101,0.00404,-2.937842,-3.2408424,-0.1335345,FAM188A,family with sequence similarity 188 member A
205995_x_at,0.0101,0.00405,2.936795,-3.243707,0.1161582,IQCB1,IQ motif containing B1
209457_at,0.0101,0.00405,2.936726,-3.2438939,0.4325741,DUSP5,dual specificity phosphatase 5
204710_s_at,0.0101,0.00405,2.936475,-3.2445821,0.1968041,WIPI2,"WD repeat domain, phosphoinositide interacting 2"
213616_at,0.0101,0.00406,-2.936391,-3.2448097,-0.2657915,TPGS2,tubulin polyglutamylase complex subunit 2
206519_x_at,0.0101,0.00406,-2.936389,-3.2448175,-0.2010717,SIGLEC6,sialic acid binding Ig like lectin 6
218677_at,0.0101,0.00406,2.936095,-3.2456194,0.3749458,S100A14,S100 calcium binding protein A14
209452_s_at,0.0101,0.00406,2.935832,-3.2463409,0.1628504,VTI1B,vesicle transport through interaction with t-SNAREs 1B
203193_at,0.0101,0.00406,2.935782,-3.2464751,0.1355827,ESRRA,estrogen related receptor alpha
219182_at,0.0102,0.00407,-2.934901,-3.2488845,-0.2484295,TMEM231,transmembrane protein 231
202549_at,0.0102,0.00408,-2.934594,-3.2497254,-0.1836839,VAPB,VAMP associated protein B and C
218247_s_at,0.0102,0.00409,2.933762,-3.2519965,0.3134907,MEX3C,mex-3 RNA binding family member C
205400_at,0.0102,0.00409,-2.933535,-3.2526193,-0.1309692,WAS,Wiskott-Aldrich syndrome
214752_x_at,0.0102,0.00409,-2.933399,-3.2529893,-0.3255371,FLNA,filamin A
210198_s_at,0.0102,0.00409,-2.933344,-3.2531408,-0.0806965,PLP1,proteolipid protein 1
209137_s_at,0.0102,0.00409,2.933258,-3.2533748,0.1420189,USP10,ubiquitin specific peptidase 10
212176_at,0.0102,0.0041,-2.93275,-3.2547636,-0.2541456,PNISR,PNN interacting serine and arginine rich protein
204892_x_at,0.0102,0.0041,-2.932651,-3.2550341,-0.0964819,EEF1A1,eukaryotic translation elongation factor 1 alpha 1
222083_at,0.0103,0.00411,-2.931775,-3.2574261,-0.1366531,GLYAT,glycine-N-acyltransferase
211898_s_at,0.0103,0.00411,2.931582,-3.257953,0.1564833,EPHB1,EPH receptor B1
212366_at,0.0103,0.00412,2.930791,-3.2601136,0.2305913,ZNF292,zinc finger protein 292
208781_x_at,0.0103,0.00412,-2.930707,-3.2603423,-0.1525766,SNX3,sorting nexin 3
213511_s_at,0.0103,0.00413,2.930098,-3.2620048,0.1828152,MTMR1,myotubularin related protein 1
221265_s_at,0.0103,0.00413,2.930032,-3.2621846,0.1016305,VWA9,von Willebrand factor A domain containing 9
214760_at,0.0103,0.00415,-2.928643,-3.2659757,-0.1469212,ZNF337,zinc finger protein 337
218088_s_at,0.0103,0.00415,-2.92846,-3.2664739,-0.1860009,RRAGC,Ras related GTP binding C
204137_at,0.0104,0.00415,-2.928368,-3.2667252,-0.3305443,GPR137B,G protein-coupled receptor 137B
200870_at,0.0104,0.00416,2.928059,-3.2675704,0.2149995,STRAP,serine/threonine kinase receptor associated protein
213933_at,0.0104,0.00417,-2.927133,-3.2700943,-0.1560396,PTGER3,prostaglandin E receptor 3
219766_at,0.0104,0.00417,-2.926834,-3.2709096,-0.1333623,B9D2,B9 protein domain 2
204919_at,0.0104,0.00418,2.92628,-3.272422,0.1169889,PRH1-PRR4,PRH1-PRR4 readthrough///proline rich 4 (lacrimal)
221194_s_at,0.0104,0.00418,2.92612,-3.272857,0.1901517,TBC1D3P1-DHX40P1,"TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene///ring finger protein, transmembrane 1"
219129_s_at,0.0104,0.00419,2.925803,-3.273721,0.1345759,SAP30L,SAP30 like
212402_at,0.0104,0.00419,-2.925723,-3.273941,-0.2261459,ZC3H13,zinc finger CCCH-type containing 13
207440_at,0.0104,0.00419,-2.925713,-3.273966,-0.1273246,SLC35A2,solute carrier family 35 member A2
211301_at,0.0104,0.00419,-2.925459,-3.2746598,-0.121412,KCND3,potassium voltage-gated channel subfamily D member 3
202288_at,0.0104,0.00419,2.92545,-3.2746844,0.1311524,MTOR,mechanistic target of rapamycin
219188_s_at,0.0104,0.0042,2.924877,-3.2762448,0.2453055,MACROD1,MACRO domain containing 1
211078_s_at,0.0104,0.0042,2.924754,-3.2765821,0.0747604,STK3,serine/threonine kinase 3
217909_s_at,0.0105,0.0042,2.924425,-3.2774785,0.1537646,MLX,"MLX, MAX dimerization protein"
205850_s_at,0.0105,0.00421,2.923806,-3.2791632,0.151186,GABRB3,gamma-aminobutyric acid type A receptor beta3 subunit
206204_at,0.0105,0.00422,2.922783,-3.2819512,0.4699055,GRB14,growth factor receptor bound protein 14
217473_x_at,0.0105,0.00423,-2.922084,-3.2838542,-0.1306998,SLC11A1,solute carrier family 11 member 1
212699_at,0.0105,0.00423,2.922033,-3.2839939,0.1320073,SCAMP5,secretory carrier membrane protein 5
210178_x_at,0.0105,0.00424,2.921512,-3.2854129,0.1989901,SRSF10,serine and arginine rich splicing factor 10
211440_x_at,0.0106,0.00425,-2.920905,-3.2870658,-0.102936,CYP3A43,cytochrome P450 family 3 subfamily A member 43
219015_s_at,0.0106,0.00426,2.920241,-3.2888718,0.2362589,ALG13,"ALG13, UDP-N-acetylglucosaminyltransferase subunit"
201485_s_at,0.0106,0.00426,2.919601,-3.2906138,0.2921992,RCN2,reticulocalbin 2
202624_s_at,0.0106,0.00426,-2.919599,-3.2906211,-0.174445,CABIN1,calcineurin binding protein 1
215654_at,0.0106,0.00427,-2.919201,-3.2917034,-0.117331,BCAT2,branched chain amino acid transaminase 2
204159_at,0.0106,0.00427,2.919139,-3.2918731,0.2429156,CDKN2C,cyclin dependent kinase inhibitor 2C
205809_s_at,0.0106,0.00427,2.91895,-3.2923873,0.2972815,WASL,Wiskott-Aldrich syndrome like
206140_at,0.0106,0.00429,2.917817,-3.2954694,0.0923881,LHX2,LIM homeobox 2
210756_s_at,0.0107,0.00429,2.917655,-3.2959085,0.2291271,NOTCH2,notch 2
205797_s_at,0.0107,0.00429,2.91751,-3.2963042,0.1097746,TCP11L1,t-complex 11 like 1
202571_s_at,0.0107,0.00429,2.917316,-3.2968298,0.1318304,DLGAP4,DLG associated protein 4
204332_s_at,0.0107,0.00429,2.917253,-3.2970023,0.2505447,AGA,aspartylglucosaminidase
209129_at,0.0107,0.0043,2.916695,-3.2985189,0.3043983,TRIP6,thyroid hormone receptor interactor 6
220353_at,0.0107,0.00431,2.915806,-3.3009376,0.1147109,FAM86C1,family with sequence similarity 86 member C1
214289_at,0.0107,0.00431,2.915744,-3.3011051,0.141521,PSMB1,proteasome subunit beta 1
209427_at,0.0107,0.00432,-2.915489,-3.3017983,-0.1838261,SMTN,smoothelin
201782_s_at,0.0107,0.00432,-2.915068,-3.3029432,-0.1375365,AIP,aryl hydrocarbon receptor interacting protein
214727_at,0.0107,0.00432,2.914796,-3.3036827,0.1056757,BRCA2,"BRCA2, DNA repair associated"
201813_s_at,0.0107,0.00433,-2.914722,-3.303884,-0.1987705,TBC1D5,TBC1 domain family member 5
201288_at,0.0107,0.00433,-2.914658,-3.3040577,-0.2442313,ARHGDIB,Rho GDP dissociation inhibitor beta
211728_s_at,0.0107,0.00433,2.914121,-3.3055159,0.1197084,HYAL3,hyaluronoglucosaminidase 3
220553_s_at,0.0108,0.00434,2.913842,-3.3062753,0.2229169,PRPF39,pre-mRNA processing factor 39
201463_s_at,0.0108,0.00434,2.913678,-3.3067194,0.3021554,TALDO1,transaldolase 1
200774_at,0.0108,0.00435,2.912948,-3.3087015,0.1921379,FAM120A,family with sequence similarity 120A
219955_at,0.0108,0.00435,-2.912775,-3.3091725,-0.0953374,L1TD1,LINE1 type transposase domain containing 1
43934_at,0.0108,0.00435,2.912444,-3.3100716,0.0956378,GPR137,G protein-coupled receptor 137
216950_s_at,0.0108,0.00436,-2.912336,-3.3103633,-0.3678329,FCGR1CP,"Fc fragment of IgG receptor Ic, pseudogene///Fc fragment of IgG receptor Ib///Fc fragment of IgG receptor Ia"
206342_x_at,0.0108,0.00436,2.912176,-3.3107989,0.2364276,IDS,iduronate 2-sulfatase
205141_at,0.0108,0.00436,-2.912119,-3.3109548,-0.2718765,ANG,angiogenin
222163_s_at,0.0108,0.00436,2.911699,-3.3120956,0.2433471,SPATA5L1,spermatogenesis associated 5 like 1
204534_at,0.0108,0.00437,-2.911416,-3.3128631,-0.1594941,SEBOX,SEBOX homeobox///vitronectin
206310_at,0.0109,0.00439,2.910032,-3.3166188,0.1796349,SPINK2,"serine peptidase inhibitor, Kazal type 2"
217743_s_at,0.0109,0.00441,2.908337,-3.3212174,0.298673,TMEM30A,transmembrane protein 30A
219762_s_at,0.011,0.00442,2.907106,-3.3245555,0.255207,RPL36,ribosomal protein L36
213178_s_at,0.011,0.00444,2.905967,-3.3276452,0.1951062,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3
208714_at,0.011,0.00444,2.905637,-3.3285386,0.2250268,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1
209037_s_at,0.011,0.00445,-2.905497,-3.3289182,-0.1467175,EHD1,EH domain containing 1
208772_at,0.011,0.00445,-2.905455,-3.3290316,-0.2329658,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1
218041_x_at,0.011,0.00445,-2.90532,-3.3293969,-0.2921442,SLC38A2,solute carrier family 38 member 2
216526_x_at,0.011,0.00446,-2.904658,-3.3311916,-0.1633679,HLA-C,"major histocompatibility complex, class I, C"
205897_at,0.0111,0.00447,2.903895,-3.3332584,0.1190171,NFATC4,nuclear factor of activated T-cells 4
217041_at,0.0111,0.00447,2.903664,-3.3338841,0.1046186,NPTXR,neuronal pentraxin receptor
219341_at,0.0111,0.00447,-2.903614,-3.3340192,-0.1260449,CLN8,"ceroid-lipofuscinosis, neuronal 8"
213392_at,0.0111,0.00447,-2.903586,-3.3340961,-0.211838,IQCK,IQ motif containing K
221028_s_at,0.0111,0.00447,-2.903554,-3.3341813,-0.132458,GFOD2,glucose-fructose oxidoreductase domain containing 2
214786_at,0.0111,0.00449,2.902441,-3.3371962,0.1409396,MAP3K1,mitogen-activated protein kinase kinase kinase 1
208968_s_at,0.0111,0.00449,2.902416,-3.3372634,0.1722033,CIAPIN1,cytokine induced apoptosis inhibitor 1
221299_at,0.0111,0.00449,2.901824,-3.3388658,0.128485,GPR173,G protein-coupled receptor 173
201674_s_at,0.0111,0.0045,2.901625,-3.3394057,0.2299399,AKAP1,A-kinase anchoring protein 1
210873_x_at,0.0111,0.0045,-2.901295,-3.3402978,-0.3041173,APOBEC3A_B,APOBEC3A and APOBEC3B deletion hybrid///apolipoprotein B mRNA editing enzyme catalytic subunit 3A
201618_x_at,0.0111,0.0045,2.901065,-3.3409206,0.218805,GPAA1,glycosylphosphatidylinositol anchor attachment 1
219991_at,0.0112,0.00452,-2.900066,-3.3436256,-0.1191085,SLC2A9,solute carrier family 2 member 9
207017_at,0.0112,0.00452,2.899993,-3.3438228,0.1719851,RAB27B,"RAB27B, member RAS oncogene family"
220920_at,0.0112,0.00453,2.899261,-3.345803,0.1264902,ATP10B,ATPase phospholipid transporting 10B (putative)
219517_at,0.0112,0.00453,2.89919,-3.3459943,0.1347594,ELL3,elongation factor for RNA polymerase II 3
213086_s_at,0.0112,0.00454,2.898664,-3.3474178,0.1860364,CSNK1A1,casein kinase 1 alpha 1
218381_s_at,0.0112,0.00454,2.89808,-3.3489982,0.1898156,U2AF2,U2 small nuclear RNA auxiliary factor 2
212596_s_at,0.0112,0.00455,2.897899,-3.3494859,0.1776754,HMGXB4,HMG-box containing 4
214723_x_at,0.0112,0.00455,2.897776,-3.3498202,0.1725166,ANKRD36,ankyrin repeat domain 36
206989_s_at,0.0112,0.00455,-2.897724,-3.3499592,-0.2267666,SCAF11,SR-related CTD associated factor 11
206056_x_at,0.0112,0.00455,-2.897594,-3.3503111,-0.1626603,SPN,sialophorin
206725_x_at,0.0112,0.00455,2.897374,-3.3509066,0.1596588,BMP1,bone morphogenetic protein 1
207657_x_at,0.0113,0.00456,2.89686,-3.3522958,0.2384914,TNPO1,transportin 1
202586_at,0.0113,0.00456,-2.896717,-3.3526826,-0.1284528,POLR2L,RNA polymerase II subunit L
219465_at,0.0113,0.00457,-2.895917,-3.354843,-0.089125,APOA2,apolipoprotein A2
213610_s_at,0.0113,0.00458,2.895442,-3.3561276,0.1963726,PHOSPHO2-KLHL23,PHOSPHO2-KLHL23 readthrough///kelch like family member 23
217200_x_at,0.0113,0.00458,2.895371,-3.3563197,0.1225968,CYB561,cytochrome b561
204010_s_at,0.0113,0.0046,-2.893804,-3.3605538,-0.134037,KRAS,"KRAS proto-oncogene, GTPase"
210974_s_at,0.0114,0.00461,2.893524,-3.3613087,0.20224,AP3D1,adaptor related protein complex 3 delta 1 subunit
212285_s_at,0.0114,0.00461,2.893403,-3.3616349,0.3121384,AGRN,agrin
219009_at,0.0114,0.00461,2.893218,-3.3621365,0.1204106,C14orf93,chromosome 14 open reading frame 93
207920_x_at,0.0114,0.00461,2.892902,-3.3629894,0.1380945,ZFX,"zinc finger protein, X-linked"
221668_s_at,0.0114,0.00462,-2.892233,-3.3647948,-0.15101,DNAI2,dynein axonemal intermediate chain 2
218011_at,0.0114,0.00462,2.892131,-3.3650695,0.2174686,UBL5,ubiquitin like 5
213266_at,0.0114,0.00463,-2.891907,-3.3656745,-0.1092582,TP53BP1,tumor protein p53 binding protein 1
201092_at,0.0114,0.00463,2.891676,-3.3662974,0.2048797,RBBP7,"RB binding protein 7, chromatin remodeling factor"
216841_s_at,0.0114,0.00463,2.891675,-3.3663021,0.4085006,LOC100129518,"uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial"
219304_s_at,0.0114,0.00463,2.891509,-3.3667488,0.3580748,PDGFD,platelet derived growth factor D
218192_at,0.0114,0.00463,-2.89138,-3.3670976,-0.1890648,IP6K2,inositol hexakisphosphate kinase 2
214462_at,0.0114,0.00464,2.891155,-3.3677044,0.124202,SOCS6,suppressor of cytokine signaling 6
221049_s_at,0.0114,0.00464,-2.890839,-3.368556,-0.1233979,POLL,polymerase (DNA) lambda
203706_s_at,0.0114,0.00464,-2.890644,-3.3690824,-0.3552784,FZD7,frizzled class receptor 7
202171_at,0.0114,0.00465,2.890429,-3.3696635,0.2146352,VEZF1,vascular endothelial zinc finger 1
207160_at,0.0114,0.00465,-2.890347,-3.3698856,-0.1055217,IL12A,interleukin 12A
200997_at,0.0114,0.00465,2.890241,-3.3701708,0.1928506,RBM14-RBM4,RBM14-RBM4 readthrough///RNA binding motif protein 4
210685_s_at,0.0115,0.00465,2.889986,-3.3708591,0.1637345,UBE4B,ubiquitination factor E4B
218227_at,0.0115,0.00466,2.889789,-3.3713908,0.166691,NUBP2,nucleotide binding protein 2
215719_x_at,0.0115,0.00466,-2.889658,-3.3717422,-0.3656569,FAS,Fas cell surface death receptor
215508_at,0.0115,0.00466,2.889558,-3.3720139,0.0786841,BUB1,BUB1 mitotic checkpoint serine/threonine kinase
201749_at,0.0115,0.00466,-2.88926,-3.3728172,-0.1752199,ECE1,endothelin converting enzyme 1
37652_at,0.0115,0.00467,-2.888939,-3.3736838,-0.2054426,CABIN1,calcineurin binding protein 1
206551_x_at,0.0115,0.00469,-2.88748,-3.3776177,-0.17669,KLHL24,kelch like family member 24
213482_at,0.0116,0.00471,2.885785,-3.3821863,0.168971,DOCK3,dedicator of cytokinesis 3
219242_at,0.0116,0.00471,-2.885646,-3.3825597,-0.127732,CEP63,centrosomal protein 63
203516_at,0.0116,0.00472,2.885209,-3.383736,0.1634681,SNTA1,syntrophin alpha 1
213938_at,0.0116,0.00472,2.885094,-3.3840452,0.1108794,ERC2,ELKS/RAB6-interacting/CAST family member 2
203679_at,0.0116,0.00473,2.884465,-3.385741,0.123966,TMED1,transmembrane p24 trafficking protein 1
213408_s_at,0.0116,0.00473,-2.884172,-3.3865293,-0.2079972,PI4KAP1,phosphatidylinositol 4-kinase alpha pseudogene 1///phosphatidylinositol 4-kinase alpha pseudogene 2///phosphatidylinositol 4-kinase alpha
209922_at,0.0116,0.00474,2.883759,-3.3876422,0.1161731,BRAP,BRCA1 associated protein
202539_s_at,0.0117,0.00475,-2.883239,-3.3890414,-0.3892049,HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase
214855_s_at,0.0117,0.00475,-2.883066,-3.3895071,-0.2955415,RALGAPA1,Ral GTPase activating protein catalytic alpha subunit 1///Ral GTPase activating protein catalytic alpha subunit 1 pseudogene 1
209139_s_at,0.0117,0.00475,2.883024,-3.3896206,0.2621187,PRKRA,protein activator of interferon induced protein kinase EIF2AK2
206418_at,0.0117,0.00475,2.882844,-3.3901047,0.0789446,NOX1,NADPH oxidase 1
203690_at,0.0117,0.00476,-2.882331,-3.3914862,-0.2001504,TUBGCP3,tubulin gamma complex associated protein 3
204550_x_at,0.0117,0.00476,-2.882008,-3.3923569,-0.2208595,GSTM1,glutathione S-transferase mu 1
203017_s_at,0.0118,0.00479,2.880493,-3.3964331,0.1632824,SSX2IP,SSX family member 2 interacting protein
201414_s_at,0.0118,0.00479,2.879968,-3.3978437,0.16777,NAP1L4,nucleosome assembly protein 1 like 4
218914_at,0.0118,0.0048,2.87963,-3.398755,0.172005,RRNAD1,ribosomal RNA adenine dimethylase domain containing 1
213035_at,0.0118,0.00481,-2.878868,-3.4008039,-0.1817364,ANKRD28,ankyrin repeat domain 28
213589_s_at,0.0118,0.00481,2.878446,-3.4019385,0.1403703,B3GNTL1,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
204669_s_at,0.0118,0.00481,2.878435,-3.4019673,0.1956395,RNF24,ring finger protein 24
205665_at,0.0118,0.00482,-2.877802,-3.4036696,-0.098629,TSPAN9,tetraspanin 9
210120_s_at,0.0119,0.00484,-2.876862,-3.4061949,-0.1552601,RANBP3,RAN binding protein 3
210912_x_at,0.0119,0.00485,-2.875839,-3.4089438,-0.1111329,GSTM4,glutathione S-transferase mu 4
211940_x_at,0.0119,0.00486,2.875161,-3.410766,0.1826207,H3F3AP4,"H3 histone, family 3A, pseudogene 4///H3 histone, family 3B///H3 histone, family 3A"
209488_s_at,0.012,0.00488,-2.873782,-3.4144684,-0.3443671,RBPMS,RNA binding protein with multiple splicing
209807_s_at,0.012,0.00488,-2.873644,-3.4148383,-0.1180446,NFIX,nuclear factor I X
214502_at,0.012,0.00488,2.873608,-3.4149341,0.1168812,HIST1H2BJ,"histone cluster 1, H2bj"
203305_at,0.012,0.00489,-2.873471,-3.4153023,-0.4027177,F13A1,coagulation factor XIII A chain
218848_at,0.012,0.00489,2.87347,-3.4153065,0.1950386,THOC6,THO complex 6
213203_at,0.012,0.00489,2.873358,-3.4156076,0.1640118,SNAPC5,small nuclear RNA activating complex polypeptide 5
214034_at,0.012,0.00489,-2.873242,-3.4159164,-0.1015328,ERAP1,endoplasmic reticulum aminopeptidase 1
220000_at,0.012,0.00489,-2.873181,-3.4160814,-0.1401182,SIGLEC5,sialic acid binding Ig like lectin 5
219112_at,0.012,0.00489,-2.873032,-3.4164803,-0.1922669,RAPGEF6,Rap guanine nucleotide exchange factor 6
204561_x_at,0.012,0.0049,-2.872298,-3.4184516,-0.2733578,APOC4-APOC2,APOC4-APOC2 readthrough (NMD candidate)///apolipoprotein C4///apolipoprotein C2
211155_s_at,0.012,0.00492,2.871304,-3.4211195,0.1236876,THPO,thrombopoietin
210734_x_at,0.0121,0.00492,2.870883,-3.4222479,0.2078082,MAX,MYC associated factor X
218256_s_at,0.0121,0.00492,2.870852,-3.4223312,0.1882988,NUP54,nucleoporin 54
205125_at,0.0121,0.00493,-2.870681,-3.4227899,-0.1176056,PLCD1,phospholipase C delta 1
203665_at,0.0121,0.00493,-2.870605,-3.4229929,-0.3723045,HMOX1,heme oxygenase 1
213832_at,0.0121,0.00493,-2.870245,-3.4239586,-0.1700879,KCND3,potassium voltage-gated channel subfamily D member 3
204308_s_at,0.0121,0.00493,-2.870186,-3.4241184,-0.1240681,TECPR2,tectonin beta-propeller repeat containing 2
203780_at,0.0121,0.00494,2.869967,-3.4247058,0.458798,MPZL2,myelin protein zero like 2
221727_at,0.0121,0.00494,-2.869805,-3.4251389,-0.266437,SUB1,"SUB1 homolog, transcriptional regulator"
219652_s_at,0.0121,0.00494,-2.869794,-3.4251691,-0.1295231,CXorf36,chromosome X open reading frame 36
208459_s_at,0.0121,0.00495,2.869162,-3.4268644,0.1528949,XPO7,exportin 7
214240_at,0.0121,0.00495,2.869097,-3.4270376,0.2251676,GAL,galanin and GMAP prepropeptide
215446_s_at,0.0121,0.00495,2.868936,-3.4274691,0.5075097,LOX,lysyl oxidase
38487_at,0.0121,0.00495,-2.868838,-3.4277319,-0.2517433,STAB1,stabilin 1
201597_at,0.0121,0.00496,2.868399,-3.4289088,0.2122336,COX7A2,cytochrome c oxidase subunit 7A2
214882_s_at,0.0121,0.00496,2.86827,-3.4292532,0.2304765,MIR636,microRNA 636///serine and arginine rich splicing factor 2
220993_s_at,0.0122,0.00497,-2.867669,-3.4308659,-0.1531696,GPR63,G protein-coupled receptor 63
