ID,adj.P.Val,pvalue,t,B,log2FoldChange,Gene_Symbol,Gene.title
201231_s_at,3.0699999999999998e-24,3.1300000000000003e-26,14.079128,49.1177431,1.0759112,ENO1,enolase 1
200762_at,3.55e-24,3.63e-26,-14.049599,48.9707906,-1.5380613,DPYSL2,dihydropyrimidinase like 2
213620_s_at,3.62e-24,3.7200000000000004e-26,-14.04478,48.9468006,-1.5322303,ICAM2,intercellular adhesion molecule 2
202468_s_at,3.72e-24,3.84e-26,-14.038288,48.9144769,-1.4279139,CTNNAL1,catenin alpha like 1
219093_at,4.72e-24,4.89e-26,-13.99016,48.6747071,-1.5358385,PID1,phosphotyrosine interaction domain containing 1
205982_x_at,4.7499999999999994e-24,4.9500000000000003e-26,-13.987924,48.6635634,-3.99512,SFTPC,surfactant protein C
205883_at,5.4499999999999996e-24,5.7e-26,-13.959586,48.5222653,-2.2585292,ZBTB16,zinc finger and BTB domain containing 16
203006_at,6e-24,6.3e-26,-13.939718,48.4231476,-1.1049084,INPP5A,inositol polyphosphate-5-phosphatase A
61297_at,7.15e-24,7.54e-26,-13.903831,48.244008,-0.8078524,CASKIN2,CASK interacting protein 2
210096_at,7.41e-24,7.860000000000001e-26,-13.895529,48.2025457,-3.7097964,CYP4B1,cytochrome P450 family 4 subfamily B member 1
212680_x_at,7.41e-24,7.880000000000001e-26,13.894975,48.1997804,1.2275596,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B
212354_at,7.41e-24,7.91e-26,13.894306,48.1964386,2.1182963,SULF1,sulfatase 1
200795_at,7.57e-24,8.12e-26,-13.889208,48.1709755,-1.5333987,SPARCL1,SPARC like 1
217809_at,7.859999999999999e-24,8.47e-26,13.880766,48.1288018,1.1276274,BZW2,basic leucine zipper and W2 domains 2
212581_x_at,7.859999999999999e-24,8.5e-26,13.88007,48.1253216,0.9343045,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
214043_at,8.07e-24,8.77e-26,-13.873882,48.0944075,-0.9363861,PTPRD,"protein tyrosine phosphatase, receptor type D"
206651_s_at,8.07e-24,8.8e-26,-13.87299,48.0899494,-2.1396537,CPB2,carboxypeptidase B2
203888_at,8.33e-24,9.120000000000001e-26,-13.866018,48.0551085,-1.2675171,THBD,thrombomodulin
219777_at,8.43e-24,9.26e-26,-13.862881,48.0394314,-1.9101632,GIMAP6,"GTPase, IMAP family member 6"
214387_x_at,8.67e-24,9.58e-26,-13.856176,48.005914,-4.0471792,SFTPC,surfactant protein C
205498_at,8.67e-24,9.61e-26,-13.855579,48.0029308,-1.4553795,GHR,growth hormone receptor
218775_s_at,8.989999999999999e-24,1e-25,-13.847504,47.9625654,-1.4140075,WWC2,WW and C2 domain containing 2///claudin 22
204712_at,9.54e-24,1.07e-25,-13.834724,47.8986586,-3.6867095,WIF1,WNT inhibitory factor 1
211986_at,9.54e-24,1.07e-25,-13.834238,47.8962321,-1.3516269,AHNAK,AHNAK nucleoprotein
221276_s_at,1.03e-23,1.16e-25,-13.818159,47.815806,-1.1718751,SYNC,"syncoilin, intermediate filament protein"
213453_x_at,1.0499999999999999e-23,1.19e-25,13.813034,47.7901679,1.0284112,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
203853_s_at,1.0499999999999999e-23,1.2e-25,-13.812071,47.7853467,-0.7962191,GAB2,GRB2 associated binding protein 2
218418_s_at,1.0699999999999998e-23,1.22e-25,-13.808308,47.7665225,-1.220603,KANK2,KN motif and ankyrin repeat domains 2
202242_at,1.2099999999999999e-23,1.39e-25,-13.782165,47.6356764,-1.804709,TSPAN7,tetraspanin 7
215235_at,1.2699999999999999e-23,1.46e-25,-13.773137,47.5904746,-0.83577,SPTAN1,"spectrin alpha, non-erythrocytic 1"
49111_at,1.2999999999999998e-23,1.5e-25,-13.767624,47.5628687,-0.9391416,ARRB1,arrestin beta 1
208944_at,1.35e-23,1.56e-25,-13.759462,47.5219887,-1.4308071,TGFBR2,transforming growth factor beta receptor 2
205019_s_at,1.4e-23,1.63e-25,-13.750733,47.4782637,-1.930672,VIPR1,vasoactive intestinal peptide receptor 1
202200_s_at,1.4e-23,1.63e-25,13.750189,47.4755396,1.0204498,SRPK1,SRSF protein kinase 1
45288_at,1.41e-23,1.65e-25,-13.747648,47.4628095,-0.7558785,ABHD6,abhydrolase domain containing 6
219282_s_at,1.48e-23,1.7499999999999999e-25,-13.736541,47.4071588,-1.0433827,TRPV2,transient receptor potential cation channel subfamily V member 2
205206_at,1.48e-23,1.7499999999999999e-25,-13.736277,47.4058358,-2.0550092,ANOS1,anosmin 1
208789_at,1.5899999999999998e-23,1.89e-25,-13.721285,47.330698,-1.2956365,PTRF,polymerase I and transcript release factor
219563_at,1.7099999999999998e-23,2.03e-25,-13.706967,47.2589135,-1.3018345,SYNE3,spectrin repeat containing nuclear envelope family member 3///long intergenic non-protein coding RNA 341
212327_at,1.7099999999999998e-23,2.04e-25,-13.706078,47.2544585,-1.7393238,LIMCH1,LIM and calponin homology domains 1
211735_x_at,1.7199999999999998e-23,2.06e-25,-13.703737,47.2427173,-4.0020347,SFTPC,surfactant protein C
204797_s_at,1.74e-23,2.09e-25,-13.701507,47.2315376,-1.2070373,EML1,echinoderm microtubule associated protein like 1
200671_s_at,1.7799999999999998e-23,2.15e-25,-13.695558,47.2017,-1.2792379,SPTBN1,"spectrin beta, non-erythrocytic 1"
209035_at,1.8e-23,2.1899999999999998e-25,13.692424,47.1859847,1.8202872,MDK,midkine (neurite growth-promoting factor 2)
217398_x_at,1.9099999999999998e-23,2.32e-25,13.680201,47.1246679,0.9418979,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
217232_x_at,1.9499999999999997e-23,2.37e-25,-13.675983,47.1035101,-2.7111302,HBB,hemoglobin subunit beta
206049_at,1.9799999999999998e-23,2.43e-25,-13.671774,47.0823869,-0.8860676,SELP,selectin P
221861_at,2.19e-23,2.7e-25,-13.650634,46.9762919,-0.8915089,ARRB1,arrestin beta 1
219478_at,2.3999999999999997e-23,2.97e-25,-13.631928,46.8823749,-1.2872973,WFDC1,WAP four-disulfide core domain 1
219689_at,2.4799999999999997e-23,3.07e-25,-13.625122,46.8481901,-1.5795917,SEMA3G,semaphorin 3G
212328_at,2.7699999999999996e-23,3.45e-25,-13.602269,46.7333902,-1.8618857,LIMCH1,LIM and calponin homology domains 1
205656_at,2.9199999999999997e-23,3.64e-25,-13.591336,46.6784436,-1.4214258,PCDH17,protocadherin 17
209292_at,2.95e-23,3.69e-25,-13.588557,46.6644783,-1.9098705,ID4,"inhibitor of DNA binding 4, HLH protein"
202760_s_at,3.1399999999999995e-23,3.94e-25,-13.575644,46.5995702,-2.0182154,PALM2-AKAP2,PALM2-AKAP2 readthrough///A-kinase anchoring protein 2
218029_at,3.9599999999999997e-23,5.01e-25,-13.528093,46.3603966,-0.6320425,FAM65A,family with sequence similarity 65 member A
206453_s_at,4.52e-23,5.75e-25,-13.501142,46.2247357,-0.9141031,NDRG2,NDRG family member 2
201497_x_at,5.33e-23,6.79e-25,-13.468053,46.0580853,-1.5759944,MYH11,myosin heavy chain 11
205752_s_at,5.839999999999999e-23,7.47e-25,-13.449435,45.9642659,-0.5859423,GSTM5,glutathione S-transferase mu 5
218469_at,6.279999999999999e-23,8.05e-25,13.434493,45.8889502,2.5483627,GREM1,"gremlin 1, DAN family BMP antagonist"
212494_at,6.33e-23,8.15e-25,-13.432057,45.8766661,-0.9780466,TNS2,tensin 2
205941_s_at,7.299999999999999e-23,9.48e-25,13.402304,45.726616,1.9511167,COL10A1,collagen type X alpha 1 chain
202796_at,7.299999999999999e-23,9.49e-25,-13.402071,45.7254418,-1.0301871,SYNPO,synaptopodin
212914_at,7.299999999999999e-23,9.51e-25,-13.401653,45.7233344,-1.2299555,CBX7,chromobox 7
202177_at,7.299999999999999e-23,9.53e-25,-13.401242,45.7212619,-1.4188984,GAS6,growth arrest specific 6
205609_at,7.319999999999999e-23,9.6e-25,-13.399966,45.7148258,-1.5290245,ANGPT1,angiopoietin 1
1598_g_at,8.419999999999999e-23,1.11e-24,-13.371815,45.5727689,-1.0145674,GAS6,growth arrest specific 6
221667_s_at,9.939999999999999e-23,1.31e-24,-13.338409,45.4040989,-1.4341754,HSPB8,heat shock protein family B (small) member 8
206637_at,1.02e-22,1.3499999999999999e-24,-13.332939,45.3764689,-1.4921765,P2RY14,purinergic receptor P2Y14
214414_x_at,1.04e-22,1.39e-24,-13.327448,45.3487283,-2.7510728,HBA2,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
204134_at,1.04e-22,1.39e-24,-13.327169,45.3473217,-0.9560248,PDE2A,phosphodiesterase 2A
212230_at,1.05e-22,1.3999999999999999e-24,-13.325449,45.3386314,-1.2577114,PLPP3,phospholipid phosphatase 3
217736_s_at,1.05e-22,1.4099999999999999e-24,13.323803,45.3303141,0.8716818,EIF2AK1,eukaryotic translation initiation factor 2 alpha kinase 1
45749_at,1.05e-22,1.42e-24,-13.323282,45.3276814,-0.5183627,FAM65A,family with sequence similarity 65 member A
205407_at,1.08e-22,1.45e-24,-13.318104,45.3015191,-1.4266341,RECK,reversion inducing cysteine rich protein with kazal motifs
207069_s_at,1.08e-22,1.4699999999999999e-24,-13.316045,45.2911166,-1.7173817,SMAD6,SMAD family member 6
209458_x_at,1.34e-22,1.82e-24,-13.274235,45.0797699,-2.8479987,HBA2,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
210838_s_at,1.3800000000000001e-22,1.8899999999999998e-24,-13.266833,45.0423365,-0.7189975,ACVRL1,activin A receptor like type 1
221204_s_at,1.4100000000000001e-22,1.93e-24,-13.262821,45.0220462,-1.2059715,CRTAC1,cartilage acidic protein 1
206898_at,1.42e-22,1.95e-24,-13.260349,45.0095435,-0.8208893,CDH19,cadherin 19
213364_s_at,1.43e-22,1.98e-24,-13.257826,44.9967823,-1.131196,SNX1,sorting nexin 1
204069_at,1.5e-22,2.07e-24,-13.248864,44.9514405,-1.0831494,MEIS1,Meis homeobox 1
220351_at,1.62e-22,2.25e-24,-13.232448,44.8683759,-0.9532932,ACKR4,atypical chemokine receptor 4
214894_x_at,1.62e-22,2.26e-24,-13.231743,44.8648097,-0.980221,MACF1,microtubule-actin crosslinking factor 1
206159_at,1.78e-22,2.49e-24,-13.212441,44.7671031,-1.1476206,GDF10,growth differentiation factor 10
217546_at,1.84e-22,2.5699999999999997e-24,-13.205762,44.7332867,-2.5505701,MT1M,metallothionein 1M
216905_s_at,1.94e-22,2.72e-24,13.194816,44.6778599,1.1235574,ST14,suppression of tumorigenicity 14
202910_s_at,2.03e-22,2.86e-24,-13.185375,44.6300401,-1.1719399,ADGRE5,adhesion G protein-coupled receptor E5
204364_s_at,2.13e-22,3.02e-24,-13.174751,44.5762213,-1.048398,REEP1,receptor accessory protein 1
203766_s_at,2.26e-22,3.2099999999999997e-24,-13.162431,44.5138018,-1.2555,LMOD1,leiomodin 1
209210_s_at,2.3e-22,3.27e-24,-13.15903,44.4965642,-1.2747245,FERMT2,fermitin family member 2
221846_s_at,2.5300000000000003e-22,3.61e-24,-13.139603,44.3980966,-0.7470634,CASKIN2,CASK interacting protein 2
208056_s_at,2.57e-22,3.6699999999999995e-24,-13.135971,44.3796859,-0.9378639,CBFA2T3,CBFA2/RUNX1 translocation partner 3
217863_at,2.57e-22,3.68e-24,-13.13546,44.3770934,-0.6890289,PIAS1,protein inhibitor of activated STAT 1
204018_x_at,3.42e-22,4.93e-24,-13.078203,44.0866534,-2.651513,HBA2,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
211699_x_at,3.6000000000000003e-22,5.2e-24,-13.068057,44.0351576,-2.7530678,HBA2,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
219761_at,3.6000000000000003e-22,5.22e-24,-13.066966,44.0296188,-0.7031794,CLEC1A,C-type lectin domain family 1 member A
204220_at,3.77e-22,5.4899999999999995e-24,-13.057353,43.9808182,-1.2310455,GMFG,glia maturation factor gamma
202722_s_at,3.92e-22,5.7099999999999996e-24,13.049531,43.9411049,1.3410439,GFPT1,glutamine--fructose-6-phosphate transaminase 1
211696_x_at,3.97e-22,5.81e-24,-13.046163,43.9239982,-2.5769894,HBB,hemoglobin subunit beta
219529_at,4.4800000000000005e-22,6.5699999999999994e-24,-13.02214,43.8019831,-2.032593,CLIC3,chloride intracellular channel 3
203083_at,4.67e-22,6.88e-24,13.013113,43.7561196,2.0864912,THBS2,thrombospondin 2
207358_x_at,4.9e-22,7.24e-24,-13.0032,43.7057462,-1.1521539,MACF1,microtubule-actin crosslinking factor 1
221928_at,5.36e-22,7.94e-24,-12.984947,43.6129716,-0.5941092,ACACB,acetyl-CoA carboxylase beta
219477_s_at,5.54e-22,8.23e-24,-12.978021,43.5777602,-0.8813505,LOC101930578,uncharacterized LOC101930578///mitochondrial ribosomal protein S31 pseudogene 5///thrombospondin type 1 domain containing 1
217414_x_at,5.56e-22,8.289999999999999e-24,-12.976575,43.5704102,-2.8129233,HBA2,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
AFFX-HUMGAPDH/M33197_M_at,5.8e-22,8.66e-24,12.967973,43.5266689,1.0849027,GAPDH,glyceraldehyde-3-phosphate dehydrogenase
212372_at,5.95e-22,8.91e-24,-12.962413,43.4983946,-1.4068244,MYH10,"myosin, heavy chain 10, non-muscle"
202615_at,6e-22,9.029999999999999e-24,-12.959987,43.4860598,-0.8452368,GNAQ,G protein subunit alpha q
210619_s_at,6.06e-22,9.13e-24,-12.957636,43.4741004,-1.3357279,HYAL1,hyaluronoglucosaminidase 1
201719_s_at,6.11e-22,9.24e-24,-12.955447,43.4629684,-1.0922738,EPB41L2,erythrocyte membrane protein band 4.1 like 2
222304_x_at,6.46e-22,9.8e-24,-12.943794,43.4036938,-0.7657998,OR7E47P,olfactory receptor family 7 subfamily E member 47 pseudogene
218512_at,6.56e-22,9.979999999999999e-24,12.940257,43.3856993,0.8338342,WDR12,WD repeat domain 12
212448_at,6.5900000000000005e-22,1.0099999999999999e-23,-12.938836,43.3784677,-1.4564908,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
206868_at,6.680000000000001e-22,1.0199999999999999e-23,-12.935698,43.3625045,-0.6626624,STARD8,StAR related lipid transfer domain containing 8
202148_s_at,6.710000000000001e-22,1.03e-23,12.934103,43.3543887,0.8685539,PYCR1,pyrroline-5-carboxylate reductase 1
214199_at,7.18e-22,1.1099999999999999e-23,-12.920402,43.2846668,-2.7166265,SFTPD,surfactant protein D
218736_s_at,7.31e-22,1.13e-23,-12.916439,43.2645001,-1.2949087,PALMD,palmdelphin
222231_s_at,7.52e-22,1.16e-23,12.910222,43.2328516,0.7996761,LRRC59,leucine rich repeat containing 59
211745_x_at,8.19e-22,1.2699999999999999e-23,-12.892966,43.145004,-2.8244686,HBA2,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
215222_x_at,8.42e-22,1.3099999999999999e-23,-12.887078,43.1150237,-0.9078419,MACF1,microtubule-actin crosslinking factor 1
209116_x_at,8.58e-22,1.34e-23,-12.882714,43.0927989,-3.016021,HBB,hemoglobin subunit beta
203143_s_at,8.69e-22,1.36e-23,-12.879716,43.077531,-0.837624,KIAA0040,KIAA0040
201923_at,9.53e-22,1.4999999999999997e-23,12.86107,42.982554,1.2599612,PRDX4,peroxiredoxin 4
201291_s_at,9.97e-22,1.5699999999999997e-23,12.851738,42.9350086,2.4220769,TOP2A,topoisomerase (DNA) II alpha
205637_s_at,1.04e-21,1.6499999999999998e-23,-12.84256,42.8882396,-0.6739711,SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3"
204811_s_at,1.1200000000000002e-21,1.7699999999999998e-23,-12.82883,42.8182622,-2.095114,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2
201061_s_at,1.1200000000000002e-21,1.7799999999999998e-23,-12.8275,42.8114824,-1.0603313,STOM,stomatin
211663_x_at,1.1200000000000002e-21,1.79e-23,-12.826207,42.8048946,-1.2427853,PTGDS,prostaglandin D2 synthase
207302_at,1.18e-21,1.88e-23,-12.816622,42.756029,-0.7559222,SGCG,sarcoglycan gamma
202222_s_at,1.3300000000000001e-21,2.13e-23,-12.792329,42.6321499,-1.4174461,DES,desmin
204368_at,1.3900000000000001e-21,2.2399999999999998e-23,-12.782805,42.5835705,-1.5462761,SLCO2A1,solute carrier organic anion transporter family member 2A1
202994_s_at,1.79e-21,2.8799999999999995e-23,-12.733832,42.3336497,-1.362405,FBLN1,fibulin 1
37892_at,1.88e-21,3.0399999999999996e-23,12.723107,42.2788934,3.061522,COL11A1,collagen type XI alpha 1 chain
217757_at,2.04e-21,3.3099999999999997e-23,-12.706299,42.1930546,-1.3580732,A2M,alpha-2-macroglobulin
204115_at,2.0500000000000003e-21,3.33e-23,-12.705225,42.1875704,-1.7134997,GNG11,G protein subunit gamma 11
218468_s_at,2.1500000000000003e-21,3.5099999999999994e-23,12.695219,42.1364543,2.4414575,GREM1,"gremlin 1, DAN family BMP antagonist"
218546_at,2.2e-21,3.6e-23,-12.690374,42.1117043,-1.303897,C1orf115,chromosome 1 open reading frame 115
203476_at,2.7800000000000003e-21,4.5599999999999994e-23,12.644185,41.8756424,1.2906121,TPBG,trophoblast glycoprotein
218764_at,2.86e-21,4.6999999999999995e-23,-12.638154,41.8448044,-0.9939704,PRKCH,protein kinase C eta
212187_x_at,3.0900000000000003e-21,5.0899999999999995e-23,-12.622645,41.7654948,-1.6734274,PTGDS,prostaglandin D2 synthase
205569_at,3.1900000000000003e-21,5.2699999999999997e-23,-12.616153,41.7322857,-2.2255966,LAMP3,lysosomal associated membrane protein 3
201417_at,3.8100000000000004e-21,6.299999999999999e-23,12.581142,41.5531545,1.3518135,SOX4,SRY-box 4
207961_x_at,3.8100000000000004e-21,6.319999999999999e-23,-12.580575,41.5502538,-1.190224,MYH11,myosin heavy chain 11
210068_s_at,3.84e-21,6.4e-23,-12.5783,41.538611,-2.265631,AQP4,aquaporin 4
207283_at,4.1800000000000005e-21,6.989999999999999e-23,-12.561191,41.4510353,-0.872839,RPL23AP32,ribosomal protein L23a pseudogene 32
212226_s_at,4.3700000000000005e-21,7.31e-23,-12.552466,41.406365,-1.2937546,PLPP3,phospholipid phosphatase 3
209267_s_at,4.3700000000000005e-21,7.339999999999999e-23,-12.551605,41.4019571,-1.9626415,SLC39A8,solute carrier family 39 member 8
210944_s_at,4.5600000000000005e-21,7.689999999999999e-23,-12.542457,41.3551115,-1.1803782,CAPN3,calpain 3
213675_at,4.5600000000000005e-21,7.7e-23,-12.542252,41.3540655,-0.9328435,PARVA,parvin alpha
209793_at,4.57e-21,7.74e-23,-12.541281,41.3490893,-0.8523824,GRIA1,glutamate ionotropic receptor AMPA type subunit 1
220037_s_at,4.57e-21,7.749999999999999e-23,-12.541153,41.3484364,-1.3275415,LYVE1,lymphatic vessel endothelial hyaluronan receptor 1
219010_at,4.64e-21,7.89e-23,12.537522,41.3298398,1.3572121,C1orf106,chromosome 1 open reading frame 106
211048_s_at,4.76e-21,8.11e-23,12.532174,41.3024494,1.1727925,PDIA4,protein disulfide isomerase family A member 4
212115_at,6.0700000000000005e-21,1.04e-22,12.484335,41.057343,0.948207,HN1L,hematological and neurological expressed 1 like
202551_s_at,6.5100000000000005e-21,1.1200000000000001e-22,-12.470047,40.9841016,-1.4755052,LOC101929500,uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
203799_at,6.5100000000000005e-21,1.1200000000000001e-22,-12.469775,40.9827048,-1.5372718,LY75-CD302,LY75-CD302 readthrough///CD302 molecule///lymphocyte antigen 75
214696_at,6.71e-21,1.16e-22,-12.463459,40.9503251,-1.5379046,MIR22,microRNA 22///MIR22 host gene
208195_at,6.7700000000000004e-21,1.17e-22,-12.46118,40.938641,-0.9456402,TTN,titin
53991_at,7.33e-21,1.27e-22,-12.445274,40.8570772,-0.5353042,DENND2A,DENN domain containing 2A
214761_at,7.550000000000001e-21,1.31e-22,-12.439054,40.8251762,-1.1207176,ZNF423,zinc finger protein 423
221867_at,7.580000000000001e-21,1.32e-22,-12.43768,40.8181298,-0.8258419,N4BP1,NEDD4 binding protein 1
217791_s_at,7.92e-21,1.3800000000000001e-22,12.428729,40.7722142,0.9166029,ALDH18A1,aldehyde dehydrogenase 18 family member A1
212344_at,7.97e-21,1.4e-22,12.426984,40.7632612,1.5504,SULF1,sulfatase 1
211748_x_at,8.620000000000001e-21,1.5100000000000001e-22,-12.411268,40.6826324,-1.6466997,PTGDS,prostaglandin D2 synthase
212239_at,8.83e-21,1.55e-22,-12.406229,40.6567751,-1.1180303,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
204343_at,9.000000000000001e-21,1.59e-22,-12.401979,40.6349658,-2.0960637,ABCA3,ATP binding cassette subfamily A member 3
218087_s_at,9.650000000000001e-21,1.71e-22,-12.38795,40.5629654,-1.7147903,SORBS1,sorbin and SH3 domain containing 1
200672_x_at,9.960000000000001e-21,1.77e-22,-12.381332,40.5289912,-0.9844562,SPTBN1,"spectrin beta, non-erythrocytic 1"
222121_at,1.02e-20,1.81e-22,-12.376338,40.5033537,-0.6428953,ARHGEF26,Rho guanine nucleotide exchange factor 26
204519_s_at,1.02e-20,1.81e-22,-12.376213,40.5027144,-1.329261,PLLP,plasmolipin
204442_x_at,1.03e-20,1.84e-22,-12.373026,40.4863522,-1.4992821,LTBP4,latent transforming growth factor beta binding protein 4
204846_at,1.17e-20,2.0900000000000002e-22,12.348723,40.36156,2.2840915,CP,ceruloplasmin (ferroxidase)
220266_s_at,1.18e-20,2.12e-22,-12.346211,40.3486599,-1.5826255,KLF4,Kruppel like factor 4
204017_at,1.28e-20,2.31e-22,12.329576,40.2632113,1.3860715,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3
204754_at,1.3e-20,2.34e-22,-12.326978,40.2498636,-1.0482079,HLF,"HLF, PAR bZIP transcription factor"
220676_at,1.31e-20,2.37e-22,-12.324129,40.235226,-0.6241669,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8
221552_at,1.33e-20,2.41e-22,-12.321209,40.2202254,-0.7138756,ABHD6,abhydrolase domain containing 6
201811_x_at,1.39e-20,2.5300000000000003e-22,-12.312008,40.1729477,-1.0156992,SH3BP5,SH3 domain binding protein 5
204395_s_at,1.55e-20,2.8200000000000003e-22,-12.290476,40.0622868,-0.5548665,GRK5,G protein-coupled receptor kinase 5
209355_s_at,1.6e-20,2.92e-22,-12.284141,40.0297245,-1.4105303,PLPP3,phospholipid phosphatase 3
205819_at,1.65e-20,3.01e-22,-12.277838,39.9973255,-2.3441733,MARCO,macrophage receptor with collagenous structure
209789_at,1.66e-20,3.04e-22,-12.276341,39.9896252,-0.6383266,CORO2B,coronin 2B
206074_s_at,1.68e-20,3.09e-22,12.27323,39.9736324,1.2787829,HMGA1,high mobility group AT-hook 1
206311_s_at,1.74e-20,3.21e-22,-12.265646,39.9346391,-2.0079382,PLA2G1B,phospholipase A2 group IB
205392_s_at,1.74e-20,3.21e-22,-12.265507,39.9339233,-1.5066258,CCL15-CCL14,CCL15-CCL14 readthrough (NMD candidate)///C-C motif chemokine ligand 14
217755_at,1.97e-20,3.66e-22,12.240375,39.8046769,1.3883213,HN1,hematological and neurological expressed 1
204683_at,2.07e-20,3.85e-22,-12.230297,39.7528341,-0.8996329,ICAM2,intercellular adhesion molecule 2
211762_s_at,2.11e-20,3.93e-22,12.226405,39.7328107,1.354263,KPNA2,karyopherin subunit alpha 2
208967_s_at,2.15e-20,4.01e-22,12.222535,39.7129021,0.6556369,AK2,adenylate kinase 2
212747_at,2.41e-20,4.5e-22,-12.200242,39.5981877,-0.9263689,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A
